LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;default.payment.next.month
215000;1;3;1;33;0
280000;2;2;2;38;0
175000;1;2;2;37;0
70000;1;2;2;29;0
140000;2;2;1;42;0
160000;1;2;2;59;0
250000;2;1;1;33;0
50000;1;3;1;52;1
15000;2;2;2;23;0
315000;1;2;1;44;0
130000;2;1;2;26;0
110000;2;2;1;42;0
130000;1;2;2;39;0
70000;2;1;1;35;0
380000;2;1;2;33;0
230000;2;2;1;43;0
10000;1;2;1;42;0
10000;1;3;1;40;1
35000;1;3;2;30;0
50000;2;3;1;52;0
500000;1;1;1;46;0
60000;1;2;2;38;0
185000;1;2;1;36;0
220000;2;2;2;35;0
70000;2;1;2;29;0
130000;2;3;1;45;0
440000;1;1;2;35;0
40000;2;2;1;38;0
50000;2;3;1;29;0
280000;2;1;1;51;0
200000;2;1;1;44;0
95000;2;3;1;34;0
210000;2;2;2;30;0
40000;2;2;2;26;0
;2;1;2;26;0
340000;2;1;2;36;0
340000;2;2;1;44;0
50000;1;2;1;55;0
140000;2;3;2;35;0
115000;2;2;2;29;0
370000;2;1;1;35;0
100000;2;3;2;27;0
20000;2;2;1;42;1
300000;2;2;2;35;0
360000;2;2;1;30;0
80000;1;1;2;31;0
100000;1;2;2;28;0
80000;2;2;2;26;0
340000;2;1;2;26;0
165000;2;2;2;27;0
160000;1;2;1;37;0
230000;2;2;1;40;0
20000;1;2;1;41;0
200000;2;1;2;29;0
180000;1;2;1;40;0
125000;2;2;1;28;0
85000;1;3;2;34;0
200000;1;1;1;;0
20000;2;1;2;24;0
305000;2;2;1;32;0
130000;2;2;2;35;0
70000;2;2;1;42;0
150000;2;3;1;;0
220000;2;2;;39;0
360000;1;2;2;28;0
180000;1;2;1;29;0
75000;1;2;1;41;0
20000;1;2;1;31;1
230000;2;2;1;49;0
220000;1;2;1;37;0
150000;2;4;1;36;0
375000;2;1;2;35;0
260000;2;1;1;29;0
180000;1;3;0;27;0
20000;2;2;1;26;0
165000;1;2;1;39;0
20000;1;2;2;23;0
135000;1;2;1;36;0
20000;;2;;31;0
195000;1;2;2;29;0
130000;2;2;1;35;0
275000;2;2;1;30;0
305000;2;2;2;27;0
210000;2;1;2;;0
;2;2;2;25;0
80000;2;1;2;25;0
110000;1;2;2;36;0
300000;2;2;2;27;0
50000;1;2;2;36;0
85000;2;;2;39;0
200000;2;1;2;48;0
220000;2;2;1;37;0
75000;2;3;2;41;0
210000;2;1;2;26;0
225000;1;2;2;58;0
160000;1;2;1;41;0
160000;2;3;1;39;0
30000;1;5;2;23;0
185000;1;2;1;41;0
140000;1;3;0;47;0
130000;2;1;2;29;0
355000;1;1;2;39;0
210000;2;1;1;42;0
180000;1;3;1;32;0
55000;1;2;2;35;0
120000;1;1;1;48;0
140000;2;2;2;24;0
50000;1;2;2;30;0
45000;2;3;1;36;0
195000;1;2;2;28;0
250000;2;1;2;28;0
200000;1;2;1;40;0
300000;2;3;1;46;0
125000;1;2;2;32;0
220000;2;2;1;40;0
400000;2;1;2;27;0
80000;1;3;1;59;0
65000;2;2;2;31;0
190000;2;1;2;29;0
100000;2;2;2;28;0
30000;1;3;2;41;0
125000;1;2;2;39;0
320000;2;2;1;37;0
110000;2;1;2;29;0
50000;1;3;2;51;0
310000;2;1;2;25;0
80000;1;2;2;42;1
200000;2;1;2;33;0
90000;2;3;1;43;0
60000;1;3;1;49;0
215000;2;2;1;30;0
210000;2;2;1;45;0
170000;2;1;2;30;0
205000;2;3;2;31;0
155000;2;3;2;;0
230000;2;2;2;25;0
200000;2;2;1;30;0
70000;1;3;0;26;0
205000;1;1;2;29;0
180000;2;1;2;34;0
60000;2;3;1;23;0
210000;1;1;2;32;0
140000;2;3;1;34;0
115000;2;2;1;42;0
210000;1;2;2;35;0
80000;1;3;2;35;0
110000;2;3;2;33;0
290000;2;2;2;30;0
195000;2;2;1;;0
315000;2;2;1;32;0
180000;1;1;1;48;0
100000;2;2;1;60;0
30000;1;1;2;38;0
140000;1;3;1;58;0
280000;2;1;1;47;0
160000;2;1;2;27;0
285000;1;2;1;45;0
270000;2;2;1;;0
100000;2;2;2;;0
35000;1;2;1;39;0
80000;2;2;1;26;0
50000;1;2;2;27;1
190000;2;2;1;49;0
350000;2;2;1;36;0
250000;2;2;1;35;0
;2;2;2;30;0
105000;2;3;2;30;0
160000;2;1;2;29;0
205000;1;3;2;26;0
90000;2;3;1;34;0
410000;1;1;2;;0
215000;2;;2;37;0
80000;2;2;2;24;0
65000;;3;3;43;0
255000;2;3;2;35;0
;1;1;2;28;0
280000;2;1;2;39;0
250000;2;1;1;43;0
135000;2;2;2;30;0
110000;1;3;2;33;0
270000;1;3;2;51;0
230000;2;2;2;26;1
155000;2;3;1;39;0
165000;2;2;2;42;0
260000;1;3;2;48;0
50000;1;2;2;52;0
200000;2;3;;47;0
50000;1;3;2;39;0
165000;1;2;2;44;0
50000;1;2;2;25;0
40000;1;;2;33;0
200000;1;1;2;31;0
200000;1;2;2;31;0
105000;2;2;1;36;0
400000;2;2;2;40;0
80000;2;2;1;37;0
10000;1;2;2;23;0
80000;1;2;1;39;0
260000;2;2;1;43;0
215000;1;1;1;36;0
155000;2;2;2;45;0
30000;2;2;2;25;0
450000;2;1;2;28;0
220000;1;1;1;52;0
210000;2;1;2;30;0
330000;2;1;2;;0
100000;2;3;1;38;0
50000;1;5;2;33;0
320000;2;2;2;41;0
10000;2;3;1;48;0
50000;1;2;1;45;0
110000;1;2;2;37;0
140000;2;3;1;26;0
160000;2;2;1;30;0
300000;2;2;2;42;0
500000;2;3;1;54;0
225000;1;2;1;42;0
130000;2;3;1;39;0
110000;2;2;;24;0
90000;2;1;2;28;0
125000;1;2;1;40;0
390000;2;1;2;33;0
20000;1;1;2;39;0
50000;1;2;2;36;0
430000;2;2;1;37;0
195000;2;2;2;25;0
280000;1;1;2;34;0
50000;2;2;1;47;0
275000;2;2;2;40;0
115000;2;3;1;46;0
180000;2;2;2;34;0
95000;1;2;2;34;0
270000;2;2;2;27;0
30000;1;3;1;50;0
145000;2;2;;34;0
175000;2;2;1;29;0
50000;1;3;1;51;0
115000;1;2;1;33;0
180000;2;2;1;45;0
80000;2;2;2;22;0
200000;2;1;2;30;0
230000;2;2;2;30;0
310000;2;2;1;37;0
255000;2;2;2;32;0
390000;2;2;1;41;0
175000;2;3;2;32;0
155000;2;2;2;29;0
190000;1;1;2;34;0
110000;2;2;2;32;0
100000;2;3;1;43;0
20000;1;2;2;30;0
230000;1;2;2;39;0
85000;1;2;1;45;0
30000;1;2;2;26;0
170000;1;2;2;31;0
230000;2;1;1;40;0
50000;1;1;1;41;0
230000;1;2;1;33;0
50000;1;2;2;42;0
125000;2;2;1;34;0
290000;2;2;2;41;0
145000;2;2;2;33;0
100000;1;1;1;60;1
270000;1;1;2;36;0
90000;1;2;1;53;0
90000;1;3;1;46;0
395000;2;2;1;42;0
170000;2;2;2;;0
210000;2;1;2;31;0
295000;1;2;2;39;0
200000;2;2;1;29;0
315000;2;2;1;43;0
90000;2;2;1;27;0
35000;1;2;2;28;0
290000;1;3;1;43;0
230000;2;2;1;46;0
250000;1;2;2;38;0
360000;1;2;2;28;0
20000;2;3;2;54;0
275000;2;1;1;33;0
65000;1;3;1;42;0
280000;1;3;1;44;0
45000;2;3;2;38;0
60000;2;2;1;49;0
175000;1;2;2;34;0
130000;1;;2;49;0
25000;1;1;2;24;0
130000;2;3;1;48;0
255000;;1;1;41;0
25000;1;3;1;36;0
150000;1;2;2;35;0
;1;2;1;32;0
60000;2;2;2;27;0
120000;;2;2;25;0
70000;1;3;2;27;1
70000;1;4;2;25;0
30000;2;3;1;29;0
90000;2;2;2;26;0
40000;2;3;2;47;0
100000;1;2;1;34;0
220000;2;1;2;32;0
120000;2;2;1;25;0
160000;2;2;2;31;0
210000;2;1;2;30;0
125000;2;2;1;45;0
75000;2;3;1;36;0
325000;2;2;1;35;0
200000;2;2;2;26;0
160000;2;1;1;42;0
10000;1;2;2;22;0
50000;1;2;2;23;0
70000;2;2;1;32;0
200000;2;2;2;;0
50000;1;2;2;27;0
100000;1;2;2;45;0
240000;2;2;1;37;0
80000;2;2;1;37;0
;1;;2;30;0
200000;1;2;1;47;0
125000;2;2;1;30;0
330000;2;3;2;31;0
220000;1;2;1;47;1
20000;2;2;2;22;0
110000;2;2;1;37;0
220000;2;1;2;30;0
185000;2;2;2;41;0
65000;2;2;1;39;0
380000;1;1;2;32;0
380000;1;1;1;51;0
130000;2;1;1;34;0
40000;1;2;1;43;0
60000;2;2;1;31;0
290000;1;2;2;42;0
210000;2;3;2;37;0
50000;2;2;2;41;0
80000;2;2;2;26;0
50000;1;2;3;41;0
150000;2;2;1;47;0
130000;2;3;2;32;0
140000;2;3;1;60;0
50000;2;2;2;26;0
20000;2;1;2;26;0
215000;2;2;1;36;0
230000;1;2;1;36;0
260000;1;2;;32;0
100000;1;1;2;38;0
550000;1;1;2;31;0
200000;1;3;2;28;0
120000;2;;1;36;0
100000;1;4;1;45;0
65000;2;2;2;25;0
550000;2;1;2;34;0
220000;2;1;2;31;0
285000;1;1;1;35;0
250000;2;1;1;52;0
105000;2;2;2;35;0
265000;2;3;1;41;0
130000;;2;2;28;0
100000;1;3;2;44;0
270000;2;2;1;29;0
30000;2;1;2;22;0
210000;1;2;2;37;0
150000;1;3;2;30;0
170000;1;2;2;36;0
80000;2;2;1;56;0
290000;1;2;1;49;0
210000;;2;2;38;0
20000;1;2;1;37;0
115000;2;3;1;44;0
105000;2;2;2;33;0
230000;2;2;2;40;0
50000;2;2;2;44;0
160000;2;2;;37;0
10000;1;1;2;24;0
320000;1;2;2;28;0
250000;1;2;2;42;0
205000;1;2;2;32;0
300000;2;2;1;45;0
170000;1;2;2;26;0
130000;2;2;2;32;0
255000;1;2;1;41;0
430000;1;1;1;35;0
500000;2;2;2;35;0
245000;;3;2;31;0
85000;2;1;2;26;0
255000;1;3;1;39;0
150000;1;2;2;41;0
50000;1;;2;28;0
120000;1;2;2;34;0
30000;2;2;2;22;1
160000;1;3;1;38;0
200000;2;1;1;33;0
220000;1;2;1;33;0
100000;1;3;1;41;0
20000;2;3;1;49;0
260000;2;2;1;53;0
190000;2;2;1;36;0
310000;2;2;2;32;0
30000;2;2;2;24;0
450000;1;1;2;28;0
125000;1;2;2;49;0
80000;2;2;1;50;0
180000;2;2;2;25;0
245000;1;2;1;38;0
125000;2;2;2;26;0
10000;1;3;1;37;0
160000;2;2;2;24;0
360000;2;1;1;27;0
380000;2;3;1;35;0
150000;2;3;1;55;0
210000;2;1;1;44;0
95000;2;2;2;28;0
35000;1;3;1;41;0
150000;2;1;2;36;0
260000;2;2;1;40;0
235000;2;2;1;29;0
50000;1;1;2;44;0
240000;1;1;2;34;0
290000;2;1;1;47;0
400000;1;1;2;44;0
40000;2;2;2;23;0
210000;1;2;2;25;0
190000;1;1;1;50;0
165000;2;2;2;30;0
130000;2;2;2;33;0
40000;2;2;1;49;0
20000;1;2;1;43;0
80000;1;1;2;35;0
120000;1;2;2;30;0
100000;2;1;2;30;0
350000;1;2;2;51;0
150000;2;1;2;33;0
50000;2;3;2;38;0
70000;1;2;2;36;0
180000;2;2;1;31;0
80000;1;2;1;37;0
215000;1;3;1;34;0
80000;2;3;1;35;0
185000;1;2;2;33;0
180000;1;2;2;30;0
30000;2;2;1;47;0
20000;1;;2;54;0
235000;2;1;2;32;0
75000;1;2;2;30;0
170000;2;2;1;29;0
150000;1;1;1;59;0
;1;2;1;40;0
25000;1;2;2;26;0
400000;1;1;1;35;0
220000;1;2;1;32;0
450000;2;;1;;0
20000;2;3;1;45;0
180000;2;1;2;33;0
150000;2;1;2;33;0
50000;1;2;2;28;0
360000;1;1;2;;0
225000;1;2;2;32;0
60000;2;1;2;27;0
60000;1;1;1;35;0
500000;2;1;2;39;0
405000;2;2;2;40;0
255000;2;2;2;34;0
40000;2;2;1;34;0
135000;2;3;2;36;0
115000;2;3;1;52;0
20000;1;2;2;23;0
225000;2;4;1;38;0
105000;2;;1;36;0
360000;2;1;1;40;0
145000;1;2;2;35;0
215000;2;3;2;51;0
30000;2;3;1;35;0
200000;2;1;1;34;0
80000;2;2;1;39;0
160000;1;2;1;35;0
215000;2;2;1;36;0
100000;1;2;2;;1
235000;2;2;2;35;0
160000;1;2;2;31;0
65000;2;2;2;38;0
70000;;3;1;24;0
155000;2;2;2;26;0
50000;1;2;1;49;0
195000;1;2;1;45;0
290000;2;2;1;35;0
100000;2;1;2;30;0
85000;2;2;1;;0
60000;1;2;2;31;0
180000;2;1;2;33;0
60000;1;2;1;56;0
310000;1;2;2;26;0
155000;1;2;2;38;0
250000;2;2;1;36;0
110000;2;2;2;38;0
380000;2;1;2;34;0
245000;2;2;2;30;0
230000;2;2;2;28;0
100000;1;1;2;;0
10000;1;3;3;54;0
360000;2;1;2;35;0
50000;2;3;3;37;0
50000;1;2;2;30;0
290000;1;1;2;34;0
320000;2;2;1;35;0
275000;1;2;;38;0
200000;2;3;1;43;0
330000;1;1;;38;0
90000;2;1;2;31;0
150000;2;2;2;31;0
110000;2;2;2;24;0
30000;2;2;1;29;0
175000;1;2;1;;0
430000;1;1;2;29;0
150000;2;2;2;40;0
400000;1;2;1;47;0
140000;1;2;2;38;0
20000;1;3;2;23;0
325000;2;2;2;36;0
280000;1;1;1;35;0
105000;;2;2;39;0
;2;3;1;24;0
120000;2;2;2;48;0
50000;1;3;2;37;0
60000;2;2;1;46;0
200000;2;2;2;41;0
55000;1;3;1;51;0
140000;1;2;2;29;0
50000;2;2;1;42;0
80000;2;2;2;41;0
115000;2;2;2;32;0
250000;1;3;2;38;0
70000;2;3;2;42;0
65000;1;2;2;42;0
400000;2;2;2;32;0
140000;1;1;1;43;0
420000;2;2;1;31;0
245000;1;2;2;38;0
165000;1;2;2;29;0
150000;1;1;1;54;0
50000;1;2;2;37;0
30000;2;1;2;25;0
370000;2;3;1;46;0
80000;2;1;2;30;0
295000;2;2;2;39;0
190000;2;3;1;38;0
125000;2;;2;30;0
240000;2;2;2;46;0
205000;2;2;2;33;0
60000;2;3;2;26;0
230000;1;5;1;42;0
330000;2;2;2;27;0
120000;2;2;2;35;0
125000;2;2;2;25;0
140000;1;1;2;29;0
;2;1;1;36;0
90000;1;3;1;32;0
50000;;2;1;28;0
150000;2;3;3;42;0
100000;1;;2;29;0
50000;2;3;1;32;0
140000;2;1;1;41;0
355000;1;2;2;31;0
125000;2;3;1;34;0
80000;1;1;2;26;0
155000;2;2;2;31;0
175000;1;2;2;33;0
75000;1;2;2;36;0
150000;2;1;2;39;1
380000;2;1;1;34;0
340000;2;1;2;27;0
220000;2;2;1;33;0
170000;2;1;2;31;0
20000;1;2;2;43;0
110000;2;2;1;31;0
490000;1;1;2;30;0
80000;2;2;2;23;0
445000;2;2;1;44;0
55000;2;3;1;41;0
150000;1;3;1;45;0
360000;1;1;1;41;0
;2;2;1;37;0
165000;1;2;1;34;0
200000;;1;1;;0
50000;;2;2;23;0
175000;2;2;1;46;0
270000;2;2;1;33;0
135000;2;2;1;49;0
50000;1;3;2;23;0
300000;2;2;2;32;0
100000;2;1;2;26;0
140000;2;2;1;35;0
30000;1;2;2;24;0
260000;2;1;1;38;0
200000;1;1;2;34;0
235000;1;2;2;41;0
230000;1;2;1;37;0
380000;1;2;2;45;0
330000;2;2;2;33;0
240000;1;3;1;42;0
500000;;1;2;41;0
230000;1;2;2;;0
110000;2;2;;42;0
220000;1;2;2;40;0
70000;1;1;2;33;0
175000;2;;1;38;0
150000;2;2;1;32;0
60000;2;3;1;54;0
490000;1;1;1;42;0
140000;1;2;2;38;0
30000;;1;2;24;0
80000;2;3;2;28;0
90000;1;2;1;42;0
;2;2;2;56;0
200000;2;2;2;29;0
50000;2;1;2;25;0
150000;1;5;2;27;0
360000;2;2;1;37;0
380000;2;1;2;32;0
240000;2;1;2;48;0
400000;1;1;2;31;0
205000;2;2;1;37;0
40000;2;3;1;60;0
50000;2;2;2;23;0
500000;2;2;1;44;0
70000;1;3;0;35;0
240000;1;1;1;36;0
50000;1;1;2;34;0
225000;2;2;1;43;0
195000;1;2;2;44;0
120000;2;2;1;28;0
50000;1;3;2;47;0
80000;2;2;2;26;0
20000;1;3;2;34;1
20000;1;2;2;22;1
60000;2;2;2;29;0
300000;1;3;2;34;0
250000;1;3;1;51;0
155000;1;2;1;45;0
210000;2;2;2;41;0
500000;2;1;1;39;0
260000;1;1;1;59;0
85000;1;3;2;29;0
140000;2;2;2;33;0
500000;2;2;1;36;0
275000;2;1;2;29;0
190000;1;2;2;38;0
140000;2;2;1;28;0
400000;2;1;2;29;0
80000;1;2;2;27;0
380000;2;2;1;40;0
130000;1;3;;38;0
55000;1;2;2;27;0
260000;2;2;1;37;0
250000;2;2;2;40;0
360000;1;1;1;39;0
315000;1;2;2;27;0
150000;2;2;2;35;0
45000;2;3;1;47;0
100000;1;3;2;44;0
320000;1;1;2;30;0
260000;1;1;2;37;0
80000;2;1;2;28;0
155000;2;2;2;40;0
30000;2;2;1;30;0
365000;2;1;2;28;0
500000;1;2;1;48;0
20000;2;2;2;23;1
20000;1;3;2;37;0
55000;2;2;2;23;0
210000;2;2;2;35;0
85000;2;2;1;29;0
60000;1;2;1;52;0
330000;2;2;2;38;0
335000;2;2;2;44;0
220000;2;3;1;33;0
110000;1;2;2;33;0
50000;1;2;1;37;0
135000;1;2;2;36;0
275000;1;1;2;36;0
50000;1;2;2;23;0
300000;2;1;1;35;0
390000;2;1;2;31;0
200000;2;1;2;34;0
80000;2;1;2;24;0
165000;1;2;1;35;0
190000;2;2;2;39;0
155000;1;2;2;26;0
215000;2;;1;36;0
200000;2;3;2;42;0
160000;1;2;1;29;0
50000;2;2;1;43;0
145000;2;2;2;30;0
335000;1;1;1;42;0
70000;1;2;2;32;0
360000;1;2;1;32;0
150000;2;2;2;27;0
160000;1;1;1;46;0
80000;1;1;2;23;0
115000;1;2;1;35;0
140000;1;3;1;39;0
90000;2;2;1;33;0
240000;1;1;2;28;0
500000;2;3;1;28;0
50000;1;2;1;31;0
250000;2;2;2;32;0
210000;2;2;1;35;0
300000;2;5;1;34;0
30000;2;2;1;23;0
165000;1;2;2;40;0
300000;2;1;1;36;0
110000;2;2;1;40;0
225000;2;2;2;;0
180000;2;1;2;30;0
110000;2;2;1;31;0
500000;2;1;1;37;0
330000;2;1;1;36;0
290000;1;;1;49;0
40000;1;2;2;23;0
210000;2;1;1;;0
85000;2;2;1;23;0
200000;1;2;2;28;0
240000;2;1;;29;0
110000;2;1;1;57;0
30000;2;2;2;38;0
80000;1;3;1;43;0
150000;2;2;1;32;0
50000;2;1;2;25;0
290000;2;1;2;37;0
195000;2;2;2;33;0
130000;1;2;1;40;0
250000;1;1;2;29;0
230000;2;1;1;47;0
360000;1;1;2;29;0
100000;2;1;2;38;0
20000;1;3;2;43;0
120000;2;4;2;29;0
165000;2;2;1;28;0
245000;1;2;2;32;0
265000;1;1;2;47;0
160000;2;2;2;26;0
240000;2;1;1;;0
120000;1;2;1;36;0
130000;2;;1;37;0
360000;2;2;2;28;0
150000;2;3;1;43;0
135000;2;2;1;46;0
200000;2;2;2;27;0
250000;2;2;1;35;0
35000;2;3;1;39;0
390000;2;2;2;45;0
120000;1;2;2;38;0
280000;2;2;2;30;0
30000;1;3;1;43;0
115000;2;3;1;34;0
120000;2;2;2;25;0
260000;2;1;1;52;0
115000;2;2;1;39;0
500000;1;1;1;39;0
115000;2;2;2;29;0
50000;1;2;2;28;0
80000;2;1;2;26;0
190000;2;2;1;40;0
105000;2;2;1;39;0
385000;2;3;2;39;0
170000;1;2;1;42;0
125000;1;3;2;36;0
;2;2;1;37;0
115000;2;2;1;30;0
540000;1;2;1;36;0
170000;1;5;1;40;0
220000;1;2;1;36;0
110000;2;2;2;23;0
160000;1;2;1;38;0
250000;2;2;1;32;0
290000;2;1;1;30;0
210000;1;1;2;41;0
210000;1;2;2;31;0
215000;2;2;2;30;0
60000;1;3;2;35;0
140000;2;2;2;35;0
210000;1;1;2;35;0
285000;2;1;2;39;0
200000;1;2;1;48;0
185000;1;2;2;47;0
190000;2;2;2;26;1
75000;2;2;1;39;0
200000;2;3;1;35;0
30000;2;3;2;25;0
110000;1;1;2;29;0
270000;2;1;2;33;0
130000;1;2;2;34;0
290000;1;2;1;43;0
180000;2;2;2;32;0
50000;1;3;2;45;0
170000;2;2;1;32;0
125000;2;3;2;37;0
180000;2;1;2;;0
165000;2;2;1;41;0
410000;;2;1;43;0
310000;1;1;1;40;0
330000;2;2;2;43;0
150000;1;2;1;33;0
275000;1;2;;34;0
40000;2;1;2;27;0
50000;2;3;1;52;0
100000;;1;2;29;0
245000;2;2;1;50;0
150000;1;3;1;52;0
105000;2;2;2;38;0
285000;2;2;2;32;0
175000;2;3;1;36;0
135000;2;2;2;32;0
190000;2;2;1;39;0
80000;1;3;;33;0
30000;1;3;1;52;0
230000;2;1;1;53;0
90000;2;1;2;27;0
220000;2;1;2;33;0
100000;2;1;1;41;0
440000;2;3;;40;0
305000;1;3;1;37;0
90000;2;2;2;31;0
275000;2;3;2;31;0
230000;2;2;2;36;0
160000;2;3;2;38;0
75000;2;2;2;37;0
220000;1;1;;;0
235000;1;2;2;26;0
80000;2;2;2;26;0
125000;1;3;;38;0
350000;2;;2;38;0
80000;2;2;2;24;0
50000;1;2;2;46;0
40000;2;3;2;37;0
50000;2;3;3;53;0
90000;1;2;1;34;0
165000;1;2;1;43;0
75000;2;2;2;33;0
210000;;2;1;40;0
365000;2;2;1;38;0
50000;2;;2;36;0
30000;2;1;2;23;0
260000;2;1;2;44;0
70000;1;2;1;34;0
355000;2;2;1;34;0
140000;1;1;3;41;0
;1;1;2;30;0
180000;2;1;2;27;0
80000;2;2;2;38;0
60000;1;2;2;28;0
65000;2;3;1;45;0
160000;1;1;2;36;0
200000;1;2;1;36;0
245000;2;2;2;33;0
60000;2;1;2;26;0
140000;2;1;1;34;0
85000;1;2;1;35;0
50000;1;3;1;48;0
110000;1;2;2;25;0
100000;1;2;1;38;0
180000;1;2;1;48;0
140000;2;4;2;42;0
30000;2;3;2;21;0
190000;1;1;1;45;0
80000;2;2;2;29;0
200000;1;3;2;30;0
185000;2;3;1;41;0
150000;2;2;1;37;0
125000;2;2;1;26;0
150000;1;1;1;57;0
380000;2;1;2;29;0
300000;2;2;1;36;0
210000;2;1;1;36;0
10000;1;3;2;22;0
585000;2;2;1;46;0
;2;2;1;48;0
50000;1;2;2;43;0
185000;2;3;1;38;0
180000;2;2;2;23;0
180000;2;1;2;40;0
40000;1;3;1;43;0
90000;2;2;2;38;0
325000;1;2;2;35;0
315000;1;1;2;30;0
130000;1;2;2;28;0
70000;2;2;2;39;0
110000;1;1;2;29;0
460000;2;2;2;32;0
50000;1;2;2;28;0
160000;1;1;2;32;0
60000;2;;3;41;0
125000;2;2;2;27;0
150000;1;2;;39;0
115000;1;2;2;44;0
20000;2;1;3;51;0
230000;1;2;2;27;0
40000;2;2;1;23;0
360000;2;2;1;38;0
30000;1;3;2;27;0
285000;1;3;1;38;0
190000;2;2;2;28;0
50000;;1;;27;0
50000;2;2;1;46;0
20000;2;2;2;23;0
180000;2;1;2;28;0
105000;1;2;1;32;0
100000;2;3;2;46;0
240000;1;2;1;46;0
30000;1;5;2;38;0
270000;1;1;2;36;0
125000;1;2;1;34;0
380000;2;2;1;31;0
250000;1;1;2;29;0
90000;1;3;2;28;0
280000;1;1;1;40;0
450000;2;1;2;35;0
250000;2;2;2;32;0
205000;1;2;1;32;0
70000;;1;2;29;0
350000;1;3;1;41;0
100000;2;2;2;28;0
70000;2;3;1;34;0
140000;2;3;1;32;0
230000;2;1;2;33;0
115000;2;2;2;49;0
85000;2;2;1;42;0
430000;2;1;2;33;0
70000;2;3;1;48;0
200000;2;2;2;27;0
280000;2;2;2;34;0
20000;1;3;1;55;0
300000;2;1;1;43;0
350000;1;1;1;59;0
290000;1;1;2;32;1
180000;1;2;2;23;0
50000;1;2;2;24;0
110000;1;2;1;30;0
220000;2;3;1;45;0
275000;2;3;1;35;0
200000;1;3;1;54;0
60000;2;2;1;23;0
30000;2;2;1;38;0
40000;1;2;1;34;0
210000;2;2;1;39;0
180000;2;1;1;37;0
60000;1;2;2;33;0
150000;2;2;2;25;0
210000;2;3;1;;0
200000;1;2;1;36;0
120000;2;1;1;40;0
305000;1;2;1;33;0
150000;1;1;2;31;0
240000;2;3;1;36;0
220000;2;1;2;31;0
90000;2;2;2;25;0
10000;2;2;1;40;0
270000;2;1;2;28;0
90000;1;2;2;26;0
140000;1;3;1;41;0
20000;1;2;;45;0
240000;1;2;1;41;0
380000;2;2;1;31;0
190000;2;2;1;27;0
50000;1;3;2;31;0
225000;2;3;2;41;0
245000;2;2;2;33;0
380000;1;;2;30;0
30000;2;2;2;22;0
90000;1;3;2;40;0
80000;1;2;2;28;0
200000;2;2;1;32;0
150000;2;1;2;30;0
265000;2;1;2;30;0
340000;1;2;1;34;0
280000;2;2;1;32;0
170000;1;3;1;38;0
170000;2;5;1;33;0
220000;1;2;2;39;0
500000;1;2;1;53;0
40000;2;3;2;36;0
210000;2;2;2;32;0
90000;2;2;1;42;0
80000;2;2;3;34;0
350000;2;1;1;39;0
60000;2;2;1;32;0
290000;2;1;1;34;0
10000;2;1;2;23;0
60000;2;2;2;26;0
60000;2;2;1;29;0
65000;2;1;2;30;0
60000;2;2;1;35;0
300000;2;1;2;29;0
255000;2;3;1;33;0
20000;1;1;2;25;0
280000;2;1;1;37;0
340000;1;1;2;;0
;2;1;1;38;0
50000;2;2;1;33;0
130000;2;2;1;45;0
260000;1;2;1;33;0
125000;2;2;1;35;0
50000;2;2;1;45;0
130000;2;2;1;36;0
370000;1;2;2;30;0
30000;1;3;1;44;0
50000;1;2;1;47;0
100000;2;2;2;25;0
125000;2;1;2;29;0
90000;2;2;2;37;0
155000;1;2;1;32;0
330000;2;2;1;46;0
335000;2;2;1;34;0
110000;2;1;1;41;1
185000;1;1;2;33;0
245000;1;2;1;44;0
80000;1;2;2;36;0
190000;2;2;1;37;0
110000;1;3;1;34;0
50000;1;2;2;23;0
305000;2;1;2;28;0
20000;2;3;2;50;0
30000;2;3;1;46;0
105000;2;3;2;44;0
150000;2;1;1;29;0
400000;2;2;1;42;0
65000;2;2;1;38;0
80000;2;2;2;23;0
60000;2;2;2;29;0
185000;2;2;1;40;0
100000;2;2;1;31;0
70000;2;3;1;47;0
70000;1;1;2;31;0
350000;2;1;1;44;0
110000;2;2;2;36;0
165000;1;3;1;38;0
300000;2;3;1;38;0
100000;2;2;2;29;0
95000;2;2;1;46;0
95000;1;3;;33;0
30000;2;1;1;23;0
480000;1;1;1;49;0
90000;2;2;2;35;0
80000;2;2;1;29;0
230000;2;2;1;36;0
290000;1;2;2;36;0
280000;1;2;1;37;0
180000;1;2;2;30;0
205000;2;1;1;40;0
30000;2;2;2;;0
200000;2;2;3;30;0
140000;1;2;2;36;0
70000;;2;1;37;0
65000;2;3;1;38;0
205000;2;2;2;35;0
155000;1;2;1;44;0
215000;2;2;2;35;0
190000;2;2;;38;0
480000;2;3;1;41;0
245000;2;2;2;35;0
470000;2;2;1;35;0
125000;2;3;1;32;0
60000;2;2;2;23;0
110000;2;2;2;27;0
10000;1;1;2;27;0
265000;2;2;1;42;0
50000;2;3;1;49;0
115000;2;2;2;39;0
225000;2;2;1;38;0
210000;1;2;1;75;0
140000;1;2;2;33;0
630000;2;1;;29;0
140000;1;2;2;50;0
50000;2;2;1;43;0
180000;1;2;1;30;0
200000;1;2;;32;0
245000;1;2;2;38;0
70000;1;3;2;52;0
95000;1;2;2;36;0
110000;2;2;1;29;0
165000;2;2;2;36;0
50000;1;2;1;41;0
70000;1;3;1;34;0
235000;2;2;2;31;0
